-1.383017808744473776e+00;-1.814060347171899679e-01;7.375280634665379864e-01;2.752486875683642364e-01;5.114152550218796778e-01;1.508082850144020659e+00;6.067300025201064484e-01;9.478207764124667589e-01;-2.093178022391159132e+00;-1.076816973627056084e+00;-1.559480996176394569e+02
-8.181988834223071771e-01;7.783610761666377442e-01;8.840688629184735581e-02;1.477530081055261846e+00;-4.532280493272751731e-01;-1.701846225249284417e-01;6.963874474567153250e-01;-5.511857163285334149e-01;-3.374457410952051446e-03;9.553052085705107110e-01;-1.521060613222779878e+01
3.580260003584014028e-02;-2.243068279436458978e-01;-5.551251558036121025e-01;-2.157036725223350437e+00;1.465590987012672583e-02;-2.415363262078529694e+00;-2.229575574111877234e+00;-6.945513785101935234e-02;1.381475563675750584e-01;7.322180730909948476e-01;-1.939224790123446667e+02
-6.259160176846020329e-01;-2.954248941242031190e+00;-7.155129854852286808e-01;1.121499211849928290e+00;-4.189634455212346564e-01;1.222430045470662141e-01;-8.246120097650219138e-01;-6.417271436521293504e-01;-9.782549380604773637e-01;-1.058800148247819761e+00;-3.088411365886329349e+02
1.966916962508253652e+00;-7.749628240639847565e-01;8.634372801898786420e-01;-1.556308887029397847e-02;-1.056497070625260104e+00;1.249710420184318549e+00;1.075221541181915930e+00;1.368094236814898057e+00;-3.914402696834187734e-02;1.047276408559462579e+00;4.903634331699099107e+02
-5.312065301754534397e-02;3.721054726068628860e-01;-8.000385643976464234e-01;-6.352457461535510053e-02;-6.256772874962124309e-01;1.096469233810883681e+00;-1.319247194598767381e+00;3.891591956679287256e-01;1.223568882418627490e+00;-2.029806373956570820e-01;1.414072042966918161e+02
1.148765700372103460e+00;7.716987106483447212e-01;-4.677012013118913569e-01;3.465038817307157792e-01;-1.119669894626143858e+00;-3.624409414031321552e-01;-1.294681475720905750e+00;-2.848542620630075461e+00;-1.739713778778099629e+00;1.160826787378519409e+00;-2.993576570273891662e+02
7.188634195406997662e-01;1.115130251832815222e+00;9.535949506625169825e-01;-5.921663299833791472e-01;7.240022550000158041e-01;1.259401802992123676e+00;-1.171890340645386080e-01;1.409449483102167555e+00;-1.335465293448118818e+00;-2.025036314509744084e+00;4.051149076889758049e+01
-6.245104550885773875e-01;-1.045529485674053127e+00;2.731184342936441856e-01;-9.982122585114052704e-01;6.900736763366125404e-01;3.149156226199577302e-02;1.087710426157866062e+00;-2.626079326985213819e-02;7.469808401047097757e-01;6.916185751213883570e-01;7.518126947392424597e+01
2.799686263198202796e-01;6.543656563540577453e-01;4.810092317367132275e-01;2.238840242791313717e-01;1.292211819752275004e-01;2.445751979616826333e+00;1.093947946048928893e-01;-5.558467091045506819e-02;-1.125489047298376510e+00;7.257666238986919538e-01;1.879316491463674197e+02
5.414627282047880241e-01;-1.170113026059359518e+00;-1.478911568774128771e+00;1.833599197791556390e-01;-2.591042292144909887e+00;-5.765104007267194408e-01;-5.462444482524827505e-01;-1.801980437580019689e+00;7.591551603026468475e-01;3.918040054025465069e-01;-1.869820990550644808e+02
4.891305566492876178e-01;2.917327253783090213e-01;1.002115174056907206e-02;-6.886944334452347327e-01;1.196627120827242319e+00;-6.084823222894504774e-04;1.516116180355043142e+00;2.141109822861335388e-01;5.517063787146392340e-02;-1.507552944633420822e+00;-5.718337157654055147e+01
2.724213966536098708e-01;1.252540731029230692e+00;-1.335862404168613349e+00;7.241365593144972745e-01;-8.186050266600786163e-01;1.191085854773476838e+00;1.092106783982426110e+00;-7.790194215199855998e-01;4.174650898212949879e-01;-5.479053042069350621e-01;-3.485667828623357423e+01
-1.891901812750799716e-01;-5.186379974845759522e-01;-7.507203344928128352e-01;7.927110177336647023e-01;-1.954348465227638554e-01;-2.215822425020668174e+00;8.364841379649410325e-01;1.718363995763875662e+00;-8.633785824672687848e-02;-1.067722577038545229e+00;-1.141865476215055963e+02
1.993799206540077251e-01;1.255226246634581599e+00;2.097127212373027128e+00;3.026135259462540694e-01;-1.830907846112844739e-01;-5.457260406361940097e-01;-1.030122105296775503e+00;1.968654100384583883e+00;-8.456284879894042650e-01;-1.178941402107378744e+00;9.055233890790053408e+01
-9.803107127978798185e-02;7.060669498554303924e-01;2.002733980403000047e-02;-1.068024375891177602e+00;5.679945395242418371e-01;4.642637432357930583e-01;1.176225706758529110e+00;9.592533764490381865e-01;-8.107074100802476313e-02;-1.284371975509198682e+00;-6.890760248200843208e+00
5.567179766334188207e-01;1.195941907435307039e+00;-6.490763335666390743e-01;-9.311652607769599355e-01;1.857850151290664886e+00;-6.153138820737076298e-01;4.312543095304916668e-02;8.817464007600120945e-01;6.128840717631837132e-01;3.019316851187038853e-01;1.578317408719048842e+02
6.502011779586609475e-01;-1.280304398670894406e+00;-4.558601635549780484e-02;2.433394493226918309e-01;-1.070084766326152570e+00;1.846636996047665846e+00;-1.525525170924738827e+00;8.724573282801446616e-01;-9.917586377938290843e-02;-6.919080698812444252e-01;1.515384274041536230e+02
1.183549102581604728e+00;-7.346710936768594546e-01;6.792938199823492784e-01;-7.101366068373821117e-01;2.252566819835995493e-01;-1.203913648966380201e+00;6.293606334288920356e-01;9.559358223307622415e-01;-1.164663348512394725e+00;-2.990690852300548763e-01;-3.485561905812188854e+01
1.440110120069173716e+00;2.110342652096377503e+00;2.662953564406234652e-01;-5.969870310455316353e-01;7.992464575172452124e-01;-6.610218815427123529e-01;5.657385044539512409e-01;-6.248112045358892308e-01;3.524229143843145007e-01;3.584329485804923360e-02;6.974371192212673520e+01
7.872762931229140282e-01;9.845928948957969329e-01;-8.249606865912408882e-01;-1.200818999835040479e+00;4.390830187715679539e-02;2.017775813175064936e+00;5.772623672009193907e-01;7.906723186907281820e-01;4.595754883110654276e-01;-1.450912928594012552e+00;1.583495560842516170e+02
1.178443261413006510e-01;9.126023140297435665e-01;4.558376783881399885e-01;-5.560525574794034087e-01;5.951573238847284175e-01;-6.119130526418207205e-01;2.448812305740227124e+00;8.986278667304854473e-01;-1.039968151617051362e+00;-3.407207715320818564e-01;-1.210555621455483788e+01
-6.583827179404454499e-01;-7.567107265706343733e-02;2.214329942556596542e+00;-1.347709230309403372e+00;-5.772287257105709335e-01;4.781405755558084114e-01;1.525258828976165659e-01;1.537551319034343500e+00;-5.945036959490072048e-01;-1.551537420968126746e+00;1.932079754606007782e+00
-9.379534088448924223e-01;1.090472169056993845e+00;2.638190856793409811e-01;2.410760788032951796e-01;-6.247725827776153817e-01;-1.456857628248038106e+00;4.790026240919887379e-01;1.044980495133194021e+00;1.598647593591110194e+00;-8.535662847026064259e-01;2.062241745763515155e+01
-7.318592098580638527e-01;-7.229265971448582684e-02;2.220321858004882021e+00;6.062371934962886844e-01;-5.966236939834491659e-01;-4.773448584438343967e-01;-2.377569829927102418e+00;-9.911942176245543967e-01;-1.242419673832411808e+00;7.002219112822891667e-01;-1.529637049833516471e+02
-1.109839489269907276e+00;1.833114148398449217e+00;1.904679882081637743e+00;-6.461594079039767111e-03;3.234523642603904237e-01;-9.439406433324369905e-01;-5.668034520958176170e-01;-1.479089288097521937e+00;-1.003787815463636379e+00;2.072598540762518482e+00;-1.382711257804539855e+02
-2.179788661390245519e+00;-2.686778775249567541e-01;3.712067634700587648e-01;1.823099713711716016e-02;-1.208303515659332694e+00;-1.679502792913403431e+00;-1.871655478638609149e-01;3.476735422449994117e-01;-5.683685220694973533e-02;1.276263987873554440e+00;-1.742609564207086521e+02
-5.567787728433662986e-01;2.048708257698850677e+00;-1.156941397229471313e+00;3.225046602899047099e-01;3.994693726021850688e-01;1.137381097628914040e+00;3.104727541807514313e-01;-1.625492270199832667e+00;3.263883669087142003e-02;-1.127263792554147104e+00;-2.460596432765468364e+02
-1.092312764672578984e+00;1.091310120594269018e+00;1.920491164900315906e-01;-3.091164642025013842e-01;1.417169136399047402e-01;1.213097699979183375e+00;2.319329539981694221e+00;6.091381209071770053e-01;-3.164084496948019187e-01;3.933178393943718709e-01;7.377937464062030415e+01
2.906664931130495955e-01;1.103173938793639675e+00;-1.199282421964132261e+00;7.495825713736299356e-01;-1.588989602477775431e+00;-2.272141655570607099e+00;-6.050636907219706373e-01;-3.201880448707080523e-02;3.285347539139482631e-01;-5.615986763768688883e-01;-2.005946370666138989e+02
